0,0,15,8,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,191,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,0,15,8,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,245,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,0,15,8,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,244,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
0,0,15,8,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,245,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
0,0,15,8,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,245,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
0,0,15,8,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,245,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,1,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,13,1,1,0,0,0,0,0,254,13,0,6,0,0,1,1,0,0,0
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,1,1,0,1,0,254,0,0,100,0,0,1,0,0,1,1
0,0,15,8,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,245,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,0,15,8,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,245,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,0,15,8,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,245,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
0,0,15,8,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,245,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
0,0,15,8,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,245,0,0,0,0,1,0,0,254,253,1,0,100,0,0,0,0,0,0
0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,1,1,0,1,0,254,0,0,100,0,0,0,0,1,1,1
