0,0,13,7,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,166,0,0,0,0,1,0,0,254,233,1,0,100,0,0,0,0,0,0
0,1,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,25,1,1,0,0,0,0,0,254,24,0,5,0,0,1,1,0,0,0
0,1,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,9,1,1,0,0,0,0,0,254,8,0,6,0,0,1,1,0,0,0
0,1,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1,1,1,0,0,0,0,0,254,0,0,19,51,0,0,1,0,0,1
0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,254,0,0,100,100,0,0,0,1,0,1
0,0,13,7,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,166,0,0,0,0,1,0,0,254,233,1,0,100,0,0,0,0,0,0
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,254,0,0,100,100,0,0,0,1,1,1
0,1,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,254,0,0,98,98,0,0,0,1,1,1
0,0,13,7,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,166,0,0,0,0,1,0,0,254,233,1,0,100,0,0,0,0,0,0
0,1,21,7,93,360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,254,233,1,0,0,0,0,0,0,0,0
0,0,13,7,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,166,0,0,0,0,1,0,0,254,233,1,0,100,0,0,0,0,0,0
0,0,13,7,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,166,0,0,0,0,1,0,0,254,233,1,0,100,0,0,0,0,0,0
0,1,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,1,1,0,1,0,254,1,0,5,7,0,0,0,1,1,1
0,0,13,7,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,166,0,0,0,0,1,0,0,254,233,1,0,100,0,0,0,0,0,0
0,1,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,11,1,1,0,0,0,0,0,254,10,0,8,0,0,1,1,0,0,0
0,1,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,254,0,0,100,100,0,0,0,1,1,1
0,1,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,1,0,1,0,209,103,0,11,19,0,0,0,0,0,1
0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,0,254,0,0,100,100,0,0,0,1,1,1
0,1,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,254,0,0,100,100,0,0,0,1,1,1
0,1,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,254,0,0,12,11,0,0,0,0,1,1
0,0,13,7,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,166,0,0,0,0,1,0,0,254,233,1,0,100,0,0,0,0,0,0
