0,tcp,ftp_data,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0.00,171,62,0.27,0.02,0.01,0.03,0.01,0,0.29,0.02,portsweep.
1,tcp,ftp_data,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0.00,172,62,0.27,0.02,0.01,0.03,0.01,0,0.30,0.03,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,0.00,173,1,0.01,0.03,0.02,0.00,0.01,0,0.30,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,1,1,0.00,174,2,0.01,0.03,0.02,0.00,0.01,0,0.30,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,0.00,175,1,0.01,0.03,0.03,0.00,0.01,0,0.31,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,1,0,1,0.00,176,2,0.01,0.03,0.03,0.00,0.01,0,0.31,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,1,0,1,0.00,177,1,0.01,0.04,0.04,0.00,0.01,0,0.32,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,1,0,1,0.00,178,2,0.01,0.04,0.04,0.00,0.01,0,0.32,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,1,0,1,0.00,179,1,0.01,0.04,0.05,0.00,0.01,0,0.32,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,1,0,1,0.00,180,2,0.01,0.04,0.06,0.00,0.01,0,0.33,1.00,portsweep.
0,tcp,netstat,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,1,0,1,0.00,181,1,0.01,0.05,0.06,0.00,0.01,0,0.33,1.00,portsweep.
1,tcp,netstat,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,1,1,0,1,0.00,182,2,0.01,0.05,0.07,0.00,0.01,0,0.34,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,1,1,0,1,0.00,183,1,0.01,0.05,0.07,0.00,0.01,0,0.34,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,1,1,0,1,0.00,184,2,0.01,0.05,0.08,0.00,0.01,0,0.34,1.00,portsweep.
0,tcp,daytime,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,1,1,0,1,0.00,185,1,0.01,0.06,0.08,0.00,0.01,0,0.35,1.00,portsweep.
1,tcp,daytime,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,1,1,0,1,0.00,186,2,0.01,0.06,0.09,0.00,0.01,0,0.35,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,1,1,0,1,0.00,187,1,0.01,0.06,0.09,0.00,0.01,0,0.35,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,1,1,0,1,0.00,188,2,0.01,0.06,0.10,0.00,0.01,0,0.36,1.00,portsweep.
0,tcp,ssh,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,1,1,0,1,0.00,189,1,0.01,0.07,0.10,0.00,0.01,0,0.36,1.00,portsweep.
0,tcp,echo,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,1,0,1,0.00,190,1,0.01,0.07,0.11,0.00,0.01,0,0.36,1.00,portsweep.
1,tcp,echo,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,1,1,0,1,0.00,191,2,0.01,0.07,0.11,0.00,0.01,0,0.37,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,1,1,0,1,0.00,192,1,0.01,0.08,0.11,0.00,0.01,0,0.37,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,1,1,0,1,0.00,193,2,0.01,0.08,0.12,0.00,0.01,0,0.37,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,1,1,0,1,0.00,194,1,0.01,0.08,0.12,0.00,0.01,0,0.38,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,1,1,0,1,0.00,195,2,0.01,0.08,0.13,0.00,0.01,0,0.38,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,1,1,0,1,0.00,196,1,0.01,0.09,0.13,0.00,0.01,0,0.38,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,1,1,0,1,0.00,197,2,0.01,0.09,0.14,0.00,0.01,0,0.39,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,1,1,0,1,0.00,198,1,0.01,0.09,0.14,0.00,0.01,0,0.39,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,1,1,0,1,0.00,199,2,0.01,0.09,0.15,0.00,0.01,0,0.39,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,1,1,0,1,0.00,200,1,0.00,0.09,0.15,0.00,0.01,0,0.40,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,1,1,0,1,0.00,201,2,0.01,0.09,0.15,0.00,0.01,0,0.40,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,1,1,0,1,0.00,202,1,0.00,0.10,0.16,0.00,0.01,0,0.40,1.00,portsweep.
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,1,1,0,1,0.00,203,2,0.01,0.10,0.16,0.00,0.01,0,0.40,1.00,portsweep.
0,tcp,telnet,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,1,1,0,1,0.00,204,54,0.26,0.10,0.17,0.00,0.01,0,0.41,0.93,portsweep.
0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,1,1,0,1,0.00,205,1,0.00,0.10,0.17,0.00,0.01,0,0.41,1.00,portsweep.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,1,1,0,1,0.00,206,1,0.00,0.11,0.17,0.00,0.01,0,0.41,1.00,portsweep.
